,name,h_gene,t_gene,h_uniprot,t_uniprot,h_chr,t_chr,h_pos,t_pos,h_strand,t_strand,id,h_contribution,t_contribution,domain_architecture,dansy_impact,Novel_Architecture
132,CSNK1G3--SLC19A1,ENSG00000151292,ENSG00000173638,Q9Y6M4,P41440,5,21,123575729,45530770,,,DANSY_00132,,,,No Annotation,False
133,SCN10A--PRAMEF10,ENSG00000185313,ENSG00000187545,Q9Y5Y9,O60809,3,1,38739515,12895561,,,DANSY_00133,IPR005821,,IPR005821,Pre-existing,False
134,MUC20--YIF1A,ENSG00000176945,ENSG00000174851,Q8N307,O95070,3,11,195733150,66287812,,,DANSY_00134,,,,No Annotation,False
135,MED28--ELOA2,ENSG00000118579,ENSG00000206181,Q9H204,Q8IYF1,4,18,17614641,47032527,,,DANSY_00135,,IPR003617,IPR003617,Pre-existing,False
136,RTN2--RGPD3,ENSG00000125744,ENSG00000153165,O75298,A6NKT7,19,2,45488471,106435041,,,DANSY_00136,,IPR000156|IPR000156|IPR032023|IPR000237,IPR000156|IPR000156|IPR032023|IPR000237,Pre-existing,False
137,P2RY14--MYCT1,ENSG00000174944,ENSG00000120279,Q15391,Q8N699,3,6,151219535,152697897,,,DANSY_00137,,,,No Annotation,False
138,SCYL2--PDE3A,ENSG00000136021,ENSG00000172572,Q6P3W7,Q14432,12,12,100323525,20629908,,,DANSY_00138,IPR000719,IPR002073,IPR000719|IPR002073,Novel,True
139,PRKCQ--RPL37A,ENSG00000065675,ENSG00000197756,Q04759,P61513,10,2,6478992,216498844,,,DANSY_00139,IPR000008|IPR002219|IPR002219,,IPR000008|IPR002219|IPR002219,Pre-existing,False
140,PDGFB--SRPX2,ENSG00000100311,ENSG00000102359,P01127,O60687,22,X,39225695,100670807,,,DANSY_00140,IPR006782|IPR000072,,IPR006782|IPR000072,Pre-existing,False
141,KCNF1--TBL1XR1,ENSG00000162975,ENSG00000177565,Q9H3M0,Q9BZK7,2,3,10911934,177049997,,,DANSY_00141,IPR003131|IPR005821,,IPR003131|IPR005821,Pre-existing,False
142,ZNF283--C1orf94,ENSG00000167637,ENSG00000142698,Q8N7M2,Q6P1W5,19,1,43837053,34218686,,,DANSY_00142,,,,No Annotation,False
143,OR13C7--MAGEF1,ENSG00000243641,ENSG00000177383,P0DN81,Q9HAY2,9,3,36002909,184710364,,,DANSY_00143,IPR017452,IPR002190,IPR017452|IPR002190,Novel,True
144,PPBP--CHRNA10,ENSG00000163736,ENSG00000129749,P02775,Q9GZZ6,4,11,73987517,3671252,,,DANSY_00144,,IPR006202|IPR006029,IPR006202|IPR006029,Pre-existing,False
145,MRPL1--NIPAL4,ENSG00000169288,ENSG00000172548,Q9BYD6,Q0D2K0,4,5,77862830,157467049,,,DANSY_00145,,,,No Annotation,False
146,KLK12--LYPLA2,ENSG00000186474,ENSG00000011009,Q9UKR0,O95372,19,1,51034585,23794224,,,DANSY_00146,,,,No Annotation,False
147,OR2S2--OR10J4,ENSG00000278889,ENSG00000249730,Q9NQN1,P0C629,9,1,35957108,159432204,,,DANSY_00147,IPR017452,IPR017452,IPR017452|IPR017452,Novel,True
148,ATP6V0E1--SCO1,ENSG00000113732,ENSG00000133028,O15342,O75880,5,17,172994775,10686727,,,DANSY_00148,,,,No Annotation,False
149,SYTL5--MANBAL,ENSG00000147041,ENSG00000101363,Q8TDW5,Q9NQG1,X,20,38108600,37289655,,,DANSY_00149,IPR010911,,IPR010911,Pre-existing,False
150,PLBD1--USP13,ENSG00000121316,ENSG00000058056,Q6P4A8,Q92995,12,3,14506933,179757052,,,DANSY_00150,,,,No Annotation,False
151,USP6NL--DBT,ENSG00000148429,ENSG00000137992,Q92738,P11182,10,1,11460510,100214817,,,DANSY_00151,IPR000195,,IPR000195,Pre-existing,False
152,APOL3--HTRA2,ENSG00000128284,ENSG00000115317,O95236,O43464,22,2,36149046,74531597,,,DANSY_00152,,IPR001478,IPR001478,Pre-existing,False
153,CNR2--KRTAP20-3,ENSG00000188822,ENSG00000206104,P34972,Q3LI60,1,21,23913246,30642864,,,DANSY_00153,,,,No Annotation,False
154,OPN1SW--HOXA1,ENSG00000128617,ENSG00000105991,P03999,P49639,7,7,128774986,27095261,,,DANSY_00154,,IPR001356,IPR001356,Pre-existing,False
155,HAL--HAT1,ENSG00000084110,ENSG00000128708,P42357,O14929,12,2,95976429,171922461,,,DANSY_00155,,IPR019467|IPR048776,IPR019467|IPR048776,Pre-existing,False
156,SLC34A3--SAP30L,ENSG00000198569,ENSG00000164576,Q8N130,Q9HAJ7,9,5,137234109,154455900,,,DANSY_00156,,,,No Annotation,False
157,C11orf16--ARVCF,ENSG00000176029,ENSG00000099889,Q9NQ32,O00192,11,22,8921294,19972925,,,DANSY_00157,IPR032770,,IPR032770,Pre-existing,False
158,PALM2AKAP2--ZNF135,ENSG00000157654,ENSG00000176293,Q9Y2D5,P52742,9,19,109780198,58066741,,,DANSY_00158,,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
159,TNNT2--CACNA1A,ENSG00000118194,ENSG00000141837,P45379,O00555,1,19,201359623,13359606,,,DANSY_00159,,IPR005821|IPR005821|IPR005821|IPR031649|IPR014873,IPR005821|IPR005821|IPR005821|IPR031649|IPR014873,Pre-existing,False
160,LRRFIP1--TMEM128,ENSG00000124831,ENSG00000132406,Q32MZ4,Q5BJH2,2,4,237719523,4246202,,,DANSY_00160,,,,No Annotation,False
161,WRNIP1--BACH2,ENSG00000124535,ENSG00000112182,Q96S55,Q9BYV9,6,6,2768691,90206569,,,DANSY_00161,IPR006642,IPR000210|IPR004826,IPR006642|IPR000210|IPR004826,Novel,True
162,SLC26A4--GPR148,ENSG00000091137,ENSG00000173302,O43511,Q8TDV2,7,2,107700083,130729070,,,DANSY_00162,IPR011547,IPR017452,IPR011547|IPR017452,Novel,True
163,SGK1--ZMAT2,ENSG00000118515,ENSG00000146007,O00141,Q96NC0,6,5,134261933,140702006,,,DANSY_00163,,IPR003604,IPR003604,Pre-existing,False
164,PDE11A--CMTM1,ENSG00000128655,ENSG00000089505,Q9HCR9,Q8IZ96,2,16,177898058,66566439,,,DANSY_00164,IPR003018,IPR008253,IPR003018|IPR008253,Novel,True
165,MRAS--DUSP7,ENSG00000158186,ENSG00000164086,O14807,Q16829,3,3,138372866,52055850,,,DANSY_00165,,IPR001763|IPR000340,IPR001763|IPR000340,Pre-existing,False
166,CFAP20--B4GALT2,ENSG00000070761,ENSG00000117411,Q9Y6A4,O60909,16,1,58113592,43984865,,,DANSY_00166,IPR007714,IPR027791,IPR007714|IPR027791,Novel,True
167,TIGD2--FAM171A1,ENSG00000180346,ENSG00000148468,Q4W5G0,Q5VUB5,4,10,89111533,15254721,,,DANSY_00167,,IPR049175,IPR049175,Pre-existing,False
168,MRPL35--SAFB,ENSG00000132313,ENSG00000160633,Q9NZE8,Q15424,2,19,86210480,5661518,,,DANSY_00168,,,,No Annotation,False
169,CLDN7--TMEM132E,ENSG00000181885,ENSG00000181291,O95471,Q6IEE7,17,17,7260821,34630008,,,DANSY_00169,,IPR055423|IPR055424|IPR031436,IPR055423|IPR055424|IPR031436,Pre-existing,False
170,SHCBP1--FSTL5,ENSG00000171241,ENSG00000168843,Q8NEM2,Q8N475,16,4,46584003,161587455,,,DANSY_00170,IPR057508,IPR003598,IPR057508|IPR003598,Novel,True
171,CDC14C--DNAAF9,ENSG00000218305,ENSG00000088854,A4D256,Q5TEA3,7,20,48924547,3249306,,,DANSY_00171,IPR029260|IPR000387,,IPR029260|IPR000387,Pre-existing,False
172,LIPE--MMRN2,ENSG00000079435,ENSG00000173269,Q05469,Q9H8L6,19,10,42405385,86945188,,,DANSY_00172,IPR010468|IPR013094,IPR001073,IPR010468|IPR013094|IPR001073,Novel,True
173,SNX12--GRM6,ENSG00000147164,ENSG00000113262,Q9UMY4,O15303,X,5,71061843,178991867,,,DANSY_00173,,IPR011500|IPR017978,IPR011500|IPR017978,Pre-existing,False
174,WDR37--WRAP53,ENSG00000047056,ENSG00000141499,Q9Y2I8,Q9BUR4,10,17,1077907,7703243,,,DANSY_00174,,,,No Annotation,False
175,ST6GALNAC3--C5orf63,ENSG00000184005,ENSG00000164241,Q8NDV1,A6NC05,1,5,76313805,127058882,,,DANSY_00175,,,,No Annotation,False
176,ODAD2--SMN2,ENSG00000169126,ENSG00000205571,Q5T2S8,Q16637,10,5,27862434,70067294,,,DANSY_00176,,IPR047313,IPR047313,Pre-existing,False
177,CACNB4--SORBS2,ENSG00000182389,ENSG00000154556,O00305,O94875,2,4,151869177,185611780,,,DANSY_00177,IPR046937|IPR001452,,IPR046937|IPR001452,Pre-existing,False
178,GMPPB--DYRK3,ENSG00000173540,ENSG00000143479,Q9Y5P6,O43781,3,1,49721965,206635536,,,DANSY_00178,IPR005835,IPR000719,IPR005835|IPR000719,Novel,True
179,KCP--ANKRD31,ENSG00000135253,ENSG00000145700,Q6ZWJ8,Q8N7Z5,7,5,128888863,75084272,,,DANSY_00179,IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007,,IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007|IPR001007,Pre-existing,False
180,KRTAP1-5--EIF3K,ENSG00000221852,ENSG00000178982,Q9BYS1,Q9UBQ5,17,19,41026026,38636889,,,DANSY_00180,,,,No Annotation,False
181,LRRC51--DAND5,ENSG00000184154,ENSG00000179284,Q96E66,Q8N907,11,19,72080850,12969576,,,DANSY_00181,,IPR004133,IPR004133,Pre-existing,False
182,CSE1L--BUD31,ENSG00000124207,ENSG00000106245,P55060,P41223,20,7,49092046,99411064,,,DANSY_00182,IPR001494|IPR013713,,IPR001494|IPR013713,Pre-existing,False
183,HCLS1--PRR15L,ENSG00000180353,ENSG00000167183,P14317,Q9BU68,3,17,121636434,47951967,,,DANSY_00183,,,,No Annotation,False
184,NKX2-4--KRTAP20-3,ENSG00000125816,ENSG00000206104,Q9H2Z4,Q3LI60,20,21,21396958,30642864,,,DANSY_00184,,,,No Annotation,False
185,ASB16--DNAJC21,ENSG00000161664,ENSG00000168724,Q96NS5,Q5F1R6,17,5,44178205,34953926,,,DANSY_00185,IPR001496,IPR013087,IPR001496|IPR013087,Novel,True
186,TRAPPC2--ZNF92,ENSG00000196459,ENSG00000146757,P0DI81,Q03936,X,7,13712245,65398341,,,DANSY_00186,,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
187,CD164--GATA6,ENSG00000135535,ENSG00000141448,Q04900,Q92908,6,18,109379579,22182757,,,DANSY_00187,,,,No Annotation,False
188,STAMBP--NPIPB8,ENSG00000124356,ENSG00000255524,O95630,E9PQR5,2,16,73860052,28648135,,,DANSY_00188,IPR015063|IPR000555,IPR054697,IPR015063|IPR000555|IPR054697,Novel,True
189,H2AC12--FITM2,ENSG00000274997,ENSG00000197296,Q96KK5,Q8N6M3,6,20,27147106,44310976,,,DANSY_00189,IPR007125|IPR032454,,IPR007125|IPR032454,Pre-existing,False
190,RBMY1D--PCDHAC2,ENSG00000244395,ENSG00000243232,P0C7P1,Q9Y5I4,Y,5,21886560,140966476,,,DANSY_00190,IPR000504,IPR002126|IPR002126|IPR002126|IPR002126|IPR002126|IPR032455|IPR031904,IPR000504|IPR002126|IPR002126|IPR002126|IPR002126|IPR002126|IPR032455|IPR031904,Novel,True
191,YES1--DCAF12,ENSG00000176105,ENSG00000198876,P07947,Q5T6F0,18,9,721588,34126354,,,DANSY_00191,IPR001452|IPR000980|IPR000719,IPR056151,IPR001452|IPR000980|IPR000719|IPR056151,Novel,True
192,MTX3--PTX3,ENSG00000177034,ENSG00000163661,Q5HYI7,P26022,5,3,79988462,157437513,,,DANSY_00192,IPR019564,IPR058832|IPR001759,IPR019564|IPR058832|IPR001759,Novel,True
193,RND3--KNSTRN,ENSG00000115963,ENSG00000128944,P61587,Q9Y448,2,15,150486694,40391493,,,DANSY_00193,,,,No Annotation,False
194,ASTN1--RAET1E,ENSG00000152092,ENSG00000164520,O14525,Q8TD07,1,6,176934152,149883179,,,DANSY_00194,IPR000742|IPR000742|IPR000742,,IPR000742|IPR000742|IPR000742,Pre-existing,False
195,EPDR1--ORAI3,ENSG00000086289,ENSG00000175938,Q9UM22,Q9BRQ5,7,16,37948840,30949068,,,DANSY_00195,,,,No Annotation,False
196,OR51L1--SEMA7A,ENSG00000176798,ENSG00000138623,Q8NGJ5,O75326,11,15,4994851,74417591,,,DANSY_00196,,IPR016201|IPR007110,IPR016201|IPR007110,Pre-existing,False
197,LCN8--SNRPN,ENSG00000204001,ENSG00000128739,Q6JVE9,P63162,9,15,136757038,24977778,,,DANSY_00197,,,,No Annotation,False
198,TPH1--IQANK1,ENSG00000129167,ENSG00000203499,P17752,A8MXQ7,11,8,18017555,143789189,,,DANSY_00198,IPR002912|IPR019774,,IPR002912|IPR019774,Pre-existing,False
199,MOSPD3--FUT4,ENSG00000106330,ENSG00000196371,O75425,P22083,7,11,100612540,94543921,,,DANSY_00199,,IPR031481|IPR055270,IPR031481|IPR055270,Pre-existing,False
200,GINS4--MTNR1A,ENSG00000147536,ENSG00000168412,Q9BRT9,P48039,8,4,41541809,186533655,,,DANSY_00200,IPR021151,,IPR021151,Pre-existing,False
201,SOCS3--IGHV4-59,ENSG00000184557,ENSG00000224373,O14543,P01825,17,14,78359750,106627249,,,DANSY_00201,,IPR007110,IPR007110,Pre-existing,False
202,FCRL1--TRAPPC10,ENSG00000163534,ENSG00000160218,Q96LA6,P48553,1,21,157797101,44080015,,,DANSY_00202,IPR003598|IPR003598|IPR003598,IPR056917|IPR022233,IPR003598|IPR003598|IPR003598|IPR056917|IPR022233,Novel,True
203,PPIB--SRC,ENSG00000166794,ENSG00000197122,P23284,P12931,15,20,64162041,37393895,,,DANSY_00203,,IPR000980|IPR000719,IPR000980|IPR000719,Pre-existing,False
204,RETN--SERTM1,ENSG00000104918,ENSG00000180440,Q9HD89,A2A2V5,19,13,7669049,36694906,,,DANSY_00204,,,,No Annotation,False
205,SLC10A4--SPINK1,ENSG00000145248,ENSG00000164266,Q96EP9,P00995,4,5,48488427,147828022,,,DANSY_00205,,IPR002350,IPR002350,Pre-existing,False
206,COL5A1--BOD1L2,ENSG00000130635,ENSG00000228075,P20908,Q8IYS8,9,18,134805161,57147087,,,DANSY_00206,IPR001791,IPR055264,IPR001791|IPR055264,Novel,True
207,OTUB2--C4orf54,ENSG00000089723,ENSG00000248713,Q96DC9,D6RIA3,14,4,94038963,99636529,,,DANSY_00207,,,,No Annotation,False
208,KRTAP5-1--CHMP6,ENSG00000205869,ENSG00000176108,Q6L8H4,Q96FZ7,11,17,1584342,80997261,,,DANSY_00208,,,,No Annotation,False
209,DISP3--NRG4,ENSG00000204624,ENSG00000169752,Q9P2K9,Q8WWG1,1,15,11517463,76011221,,,DANSY_00209,IPR000731,IPR000742,IPR000731|IPR000742,Novel,True
210,DDX47--NIF3L1,ENSG00000213782,ENSG00000196290,Q9H0S4,Q9GZT8,12,2,12822661,200895264,,,DANSY_00210,IPR014014|IPR011545,,IPR014014|IPR011545,Pre-existing,False
211,LTBP1--TSKS,ENSG00000049323,ENSG00000126467,Q14766,Q9UJT2,2,19,33309434,49746470,,,DANSY_00211,IPR000742|IPR000742|IPR017878|IPR000742|IPR017878|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742,,IPR000742|IPR000742|IPR017878|IPR000742|IPR017878|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742,Pre-existing,False
212,CPT1A--FBXO2,ENSG00000110090,ENSG00000116661,P50416,Q9UK22,11,1,68793315,11650466,,,DANSY_00212,IPR032476,IPR001810|IPR007397,IPR032476|IPR001810|IPR007397,Novel,True
213,PSENEN--OR52P1,ENSG00000205155,ENSG00000181109,Q9NZ42,Q8NH57,19,11,35746708,5726502,,,DANSY_00213,,IPR017452,IPR017452,Pre-existing,False
214,RNF112--GUCY2F,ENSG00000128482,ENSG00000101890,Q9ULX5,P51841,17,X,19413280,109475207,,,DANSY_00214,IPR001841,IPR001828|IPR000719|IPR011645|IPR001054,IPR001841|IPR001828|IPR000719|IPR011645|IPR001054,Novel,True
215,IGHJ1--CPT1A,ENSG00000211905,ENSG00000110090,A0A0C4DH62,P50416,14,11,105865407,68761535,,,DANSY_00215,,,,No Annotation,False
216,WDFY3--ZNF436,ENSG00000163625,ENSG00000125945,Q8IZQ1,Q9C0F3,4,1,84669597,23359448,,,DANSY_00216,IPR056252|IPR023362|IPR000409|IPR000306,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR056252|IPR023362|IPR000409|IPR000306|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Novel,True
217,NANOS3--CCNI2,ENSG00000187556,ENSG00000205089,P60323,Q6ZMN8,19,5,13880442,132752866,,,DANSY_00217,IPR024161,,IPR024161,Pre-existing,False
218,GUCY2D--DIAPH1,ENSG00000132518,ENSG00000131504,Q02846,O60610,17,5,8015927,141588224,,,DANSY_00218,IPR001828|IPR000719|IPR011645,IPR010473|IPR010472|IPR010465,IPR001828|IPR000719|IPR011645|IPR010473|IPR010472|IPR010465,Novel,True
219,SYNDIG1L--FBXO33,ENSG00000183379,ENSG00000165355,A6NDD5,Q7Z6M2,14,14,74407849,39402401,,,DANSY_00219,,,,No Annotation,False
220,KRT37--TASOR2,ENSG00000108417,ENSG00000108021,O76014,Q5VWN6,17,10,41422778,5727061,,,DANSY_00220,,IPR022188|IPR022188|IPR056243|IPR056242,IPR022188|IPR022188|IPR056243|IPR056242,Pre-existing,False
221,PPP2R5B--NUP153,ENSG00000068971,ENSG00000124789,Q15173,P49790,11,6,64933145,17661653,,,DANSY_00221,,IPR001876|IPR001876|IPR001876|IPR001876,IPR001876|IPR001876|IPR001876|IPR001876,Pre-existing,False
222,RPL30--ZNF462,ENSG00000156482,ENSG00000148143,P62888,Q96JM2,8,9,98044943,107003294,,,DANSY_00222,,IPR013087,IPR013087,Pre-existing,False
223,PIK3AP1--SNX4,ENSG00000155629,ENSG00000114520,Q6ZUJ8,O95219,10,3,96603979,125469454,,,DANSY_00223,IPR000157|IPR017893,,IPR000157|IPR017893,Pre-existing,False
224,AICDA--ATP2B1,ENSG00000111732,ENSG00000070961,Q9GZX7,P20020,12,12,8605215,89601326,,,DANSY_00224,IPR002125,IPR022141,IPR002125|IPR022141,Novel,True
225,SAXO5--MYH7,ENSG00000198723,ENSG00000092054,Q8NA69,P12883,19,14,7505517,23425282,,,DANSY_00225,,IPR002928,IPR002928,Pre-existing,False
226,RUNX2--SYNJ2,ENSG00000124813,ENSG00000078269,Q13950,O15056,6,6,45491941,158084001,,,DANSY_00226,IPR013524,,IPR013524,Pre-existing,False
227,SYT11--LAMC1,ENSG00000132718,ENSG00000135862,Q9BT88,P11047,1,1,155859567,183124631,,,DANSY_00227,,IPR000742|IPR002049|IPR000742|IPR000742,IPR000742|IPR002049|IPR000742|IPR000742,Pre-existing,False
228,SCRN3--SLC34A3,ENSG00000144306,ENSG00000198569,Q0VDG4,Q8N130,2,9,174400990,137234109,,,DANSY_00228,,,,No Annotation,False
229,TPGS2--OR10H5,ENSG00000134779,ENSG00000172519,Q68CL5,Q8NGA6,18,19,36818894,15787661,,,DANSY_00229,,IPR017452,IPR017452,Pre-existing,False
230,GARIN1A--TMEM94,ENSG00000205085,ENSG00000177728,Q6NXP2,Q12767,7,17,128677564,75485871,,,DANSY_00230,IPR022168,,IPR022168,Pre-existing,False
231,SUMO3--OARD1,ENSG00000184900,ENSG00000124596,P55854,Q9Y530,21,6,44809047,41068841,,,DANSY_00231,,,,No Annotation,False
232,CAMK1G--SLC37A2,ENSG00000008118,ENSG00000134955,Q96NX5,Q8TED4,1,11,209583714,125063305,,,DANSY_00232,,IPR020846,IPR020846,Pre-existing,False
233,ABCG1--NCR1,ENSG00000160179,ENSG00000189430,P45844,O76036,21,19,42291498,54912690,,,DANSY_00233,IPR003439,,IPR003439,Pre-existing,False
234,LPCAT3--DPYSL2,ENSG00000111684,ENSG00000092964,Q6P1A2,Q16555,12,8,6983432,26626617,,,DANSY_00234,,,,No Annotation,False
235,PARP2--GUSB,ENSG00000129484,ENSG00000169919,Q9UGN5,P08236,14,7,20356307,65979727,,,DANSY_00235,IPR008893|IPR004102,IPR006102|IPR006103,IPR008893|IPR004102|IPR006102|IPR006103,Novel,True
236,CCDC186--LHX8,ENSG00000165813,ENSG00000162624,Q7Z3E2,Q68G74,10,1,114125886,75160819,,,DANSY_00236,,,,No Annotation,False
237,TUNAR--PARG,ENSG00000250366,ENSG00000227345,A0A1B0GTB2,Q86W56,14,10,95876832,49941509,,,DANSY_00237,,IPR048362|IPR046372,IPR048362|IPR046372,Pre-existing,False
238,UBE2F--OLAH,ENSG00000184182,ENSG00000152463,Q969M7,Q9NV23,2,10,237994744,15071795,,,DANSY_00238,,,,No Annotation,False
239,KCTD19--EIF2B2,ENSG00000168676,ENSG00000119718,Q17RG1,P49770,16,14,67290885,75007722,,,DANSY_00239,IPR003131,,IPR003131,Pre-existing,False
240,LILRB1--IGKV2D-26,ENSG00000104972,ENSG00000211623,Q8NHL6,A0A0A0MRZ7,19,2,54633638,89985922,,,DANSY_00240,IPR003598|IPR003599|IPR003598|IPR003598,IPR007110,IPR003598|IPR003599|IPR003598|IPR003598|IPR007110,Novel,True
241,NR4A1--MLLT3,ENSG00000123358,ENSG00000171843,P22736,P42568,12,9,52056494,20354808,,,DANSY_00241,IPR001628,IPR040930,IPR001628|IPR040930,Novel,True
242,RPN1--CDK4,ENSG00000163902,ENSG00000135446,P04843,P11802,3,12,128637799,57750923,,,DANSY_00242,,,,No Annotation,False
243,MINPP1--USP17L12,ENSG00000107789,ENSG00000227551,Q9UNW1,C9JPN9,10,4,87521036,9220152,,,DANSY_00243,,IPR001394,IPR001394,Pre-existing,False
244,RAB41--RAMP2,ENSG00000147127,ENSG00000131477,Q5JT25,O60895,X,17,70282533,42762597,,,DANSY_00244,,,,No Annotation,False
245,TNPO1--OR2D2,ENSG00000083312,ENSG00000166368,Q92973,Q9H210,5,11,72851244,6891574,,,DANSY_00245,,IPR017452,IPR017452,Pre-existing,False
246,TYROBP--BID,ENSG00000011600,ENSG00000015475,O43914,P55957,19,22,35907446,17774381,,,DANSY_00246,,,,No Annotation,False
247,NDEL1--MAP4K4,ENSG00000166579,ENSG00000071054,Q9GZM8,O95819,17,2,8446754,101842609,,,DANSY_00247,,IPR001180,IPR001180,Pre-existing,False
248,HSDL2--RPN2,ENSG00000119471,ENSG00000118705,Q6YN16,P04844,9,20,112403995,37234020,,,DANSY_00248,,,,No Annotation,False
249,PIAS4--NR1D2,ENSG00000105229,ENSG00000174738,Q8N2W9,Q14995,19,3,4037616,23945286,,,DANSY_00249,IPR003034|IPR023321|IPR004181,IPR001628|IPR000536,IPR003034|IPR023321|IPR004181|IPR001628|IPR000536,Novel,True
250,CBX3--SPDYE2,ENSG00000122565,ENSG00000205238,Q13185,Q495Y8,7,7,26202971,102561116,,,DANSY_00250,,,,No Annotation,False
251,GPR82--ENTREP3,ENSG00000171657,ENSG00000160767,Q96P67,P81408,X,1,41726993,155251095,,,DANSY_00251,IPR017452,,IPR017452,Pre-existing,False
252,SRMS--DOK5,ENSG00000125508,ENSG00000101134,Q9H3Y6,Q9P104,20,20,63541439,54588687,,,DANSY_00252,IPR001452|IPR000980,IPR002404,IPR001452|IPR000980|IPR002404,Novel,True
253,PEX14--COL19A1,ENSG00000142655,ENSG00000082293,O75381,Q14993,1,6,10599238,70199608,,,DANSY_00253,IPR006785,,IPR006785,Pre-existing,False
254,CFTR--MKNK1,ENSG00000001626,ENSG00000079277,P13569,Q9BUB5,7,1,117666908,46560234,,,DANSY_00254,IPR011527|IPR003439|IPR025837|IPR011527|IPR003439,,IPR011527|IPR003439|IPR025837|IPR011527|IPR003439,Pre-existing,False
255,PRKD3--AP2S1,ENSG00000115825,ENSG00000042753,O94806,P53680,2,19,37279746,46845993,,,DANSY_00255,IPR057764|IPR002219|IPR002219,IPR022775,IPR057764|IPR002219|IPR002219|IPR022775,Novel,True
256,ALG2--CCL23,ENSG00000119523,ENSG00000274736,Q9H553,P55773,9,17,99216425,36014334,,,DANSY_00256,IPR028098|IPR001296,IPR001811,IPR028098|IPR001296|IPR001811,Novel,True
257,DHFR2--ACTR3C,ENSG00000178700,ENSG00000106526,Q86XF0,Q9C0K3,3,7,94062746,150247212,,,DANSY_00257,,,,No Annotation,False
258,GATD1--PIN4,ENSG00000177225,ENSG00000102309,Q8NB37,Q9Y237,11,X,770993,72196785,,,DANSY_00258,,IPR000297,IPR000297,Pre-existing,False
259,UBR2--TFCP2L1,ENSG00000024048,ENSG00000115112,Q8IWV8,Q9NZI6,6,2,42652023,121216587,,,DANSY_00259,IPR003126|IPR003769|IPR055194,,IPR003126|IPR003769|IPR055194,Pre-existing,False
260,C19orf67--CCDC27,ENSG00000188032,ENSG00000162592,A6NJJ6,Q2M243,19,1,14081624,3752450,,,DANSY_00260,,,,No Annotation,False
261,HPGDS--ASB9,ENSG00000163106,ENSG00000102048,O60760,Q96DX5,4,X,94317873,15269781,,,DANSY_00261,IPR004045,IPR001496,IPR004045|IPR001496,Novel,True
262,FAR1--CD40LG,ENSG00000197601,ENSG00000102245,Q8WVX9,P29965,11,X,13694759,136659039,,,DANSY_00262,,,,No Annotation,False
263,EPHA10--ANKRD65,ENSG00000183317,ENSG00000235098,Q5JZY3,E5RJM6,1,1,37719909,1420797,,,DANSY_00263,IPR001090|IPR003961|IPR003961|IPR027936,,IPR001090|IPR003961|IPR003961|IPR027936,Pre-existing,False
264,SEMA3F--MRRF,ENSG00000001617,ENSG00000148187,Q13275,Q96E11,3,9,50186613,122264882,,,DANSY_00264,IPR001627|IPR016201,IPR023584,IPR001627|IPR016201|IPR023584,Novel,True
265,RPL15--CCDC144A,ENSG00000174748,ENSG00000170160,P61313,A2RUR9,3,17,23917132,16720517,,,DANSY_00265,,IPR039497|IPR021885,IPR039497|IPR021885,Pre-existing,False
266,AP2M1--KRTAP5-8,ENSG00000161203,ENSG00000241233,Q96CW1,O75690,3,11,184182151,71538025,,,DANSY_00266,IPR022775,,IPR022775,Pre-existing,False
267,CCDC127--SIRPB2,ENSG00000164366,ENSG00000196209,Q96BQ5,Q5JXA9,5,20,216729,1491275,,,DANSY_00267,,IPR003598|IPR003598,IPR003598|IPR003598,Pre-existing,False
268,SSU72L4--SPATA33,ENSG00000283873,ENSG00000167523,A0A1W2PQC6,Q96N06,11,16,4287084,89657836,,,DANSY_00268,,,,No Annotation,False
269,POTEH--HNRNPA0,ENSG00000198062,ENSG00000177733,Q6S545,Q13151,22,5,15700078,137745651,,,DANSY_00269,,IPR000504|IPR000504,IPR000504|IPR000504,Pre-existing,False
